Ngrams,Class
a growing,negative
growing list,negative
list of,negative
of states,negative
states seeking,negative
seeking to,negative
recover hundreds,negative
hundreds of,negative
of millions,negative
millions of,negative
of dollars,negative
dollars for,negative
for the,negative
the costs,negative
costs of,negative
kansas attorney,negative
attorney general,negative
general carla,negative
carla stovall,negative
stovall called,negative
called tobacco,negative
tobacco the,negative
the most,negative
most lethal,negative
lethal consumer,negative
consumer product,negative
product ever,negative
ever sold,negative
and said,negative
said her,negative
her state,negative
state s,negative
s lawsuit,negative
lawsuit was,negative
was warranted,negative
warranted because,negative
because of,negative
of the,negative
the enormous,negative
enormous financial,negative
financial burden,negative
that the,negative
the tobacco,negative
tobacco industry,negative
industry had,negative
but in,negative
in the,negative
the long,negative
long run,negative
industry officials,negative
officials fear,negative
fear that,negative
that workers,negative
workers already,negative
already earning,negative
earning above,negative
above the,negative
the new,negative
new minimum,negative
minimum wage,negative
which will,negative
will rise,negative
rise to,negative
an hour,negative
hour next,negative
next year,negative
what we,negative
we re,negative
re concerned,negative
concerned about,negative
about is,negative
is the,negative
the ripple,negative
ripple effect,negative
effect it,negative
it brings,negative
said bruce,negative
bruce cotton,negative
chief spokesman,negative
spokesman for,negative
for long,negative
long john,negative
john silver,negative
silver s,negative
s restaurants,negative
restaurants inc,negative
ronald sandler,negative
chief executive,negative
executive of,negative
of lloyd,negative
lloyd s,negative
s of,negative
of london,negative
on tuesday,negative
tuesday underwent,negative
underwent a,negative
a second,negative
second day,negative
day of,negative
of court,negative
court interrogation,negative
interrogation about,negative
about the,negative
the year,negative
year old,negative
old insurance,negative
insurance market,negative
market s,negative
s multibillion,negative
multibillion dollar,negative
dollar recovery,negative
recovery plan,negative
which he,negative
he defended,negative
defended as,negative
as critical,negative
tens of,negative
of thousands,negative
thousands of,negative
of investors,negative
investors in,negative
in lloyd,negative
lloyd s,negative
s worldwide,negative
quaintly known,negative
known as,negative
as names,negative
were anxiously,negative
anxiously awaiting,negative
awaiting the,negative
the outcome,negative
outcome of,negative
of the,negative
the case,negative
in which,negative
u s,negative
investors have,negative
have applied,negative
applied for,negative
for an,negative
an injunction,negative
injunction to,negative
the nyse,negative
nyse composite,negative
composite fell,negative
carrying signs,negative
signs reading,negative
stop the,negative
the merger,negative
said they,negative
they represented,negative
represented retirees,negative
trade union,negative
union members,negative
members and,negative
and others,negative
blue cross,negative
cross is,negative
is currently,negative
currently a,negative
a not,negative
dole accused,negative
accused the,negative
the clinton,negative
clinton administration,negative
administration of,negative
of spending,negative
spending too,negative
too little,negative
little on,negative
on modernising,negative
modernising u,negative
u s,negative
forces and,negative
and meeting,negative
meeting the,negative
the needs,negative
needs of,negative
of u,negative
the widow,negative
widow and,negative
and three,negative
three teenaged,negative
teenaged children,negative
children of,negative
of richard,negative
richard rogers,negative
an indianapolis,negative
indianapolis lawyer,negative
lawyer who,negative
who died,negative
died at,negative
at the,negative
the age,negative
age of,negative
the lawsuit,negative
lawsuit was,negative
was moving,negative
moving toward,negative
toward a,negative
a close,negative
close as,negative
as kansas,negative
kansas became,negative
became the,negative
the th,negative
th state,negative
state and,negative
and arizona,negative
arizona the,negative
the th,negative
th to,negative
to sue,negative
sue the,negative
the tobacco,negative
tobacco industry,negative
industry to,negative
to recover,negative
recover medicaid,negative
kansas files,negative
files lawsuit,negative
lawsuit against,negative
against tobacco,negative
oil prices,negative
prices slip,negative
slip as,negative
as refiners,negative
refiners shop,negative
shop for,negative
world oil,negative
oil prices,negative
prices slipped,negative
slipped on,negative
on tuesday,negative
tuesday in,negative
in a,negative
a market,negative
market where,negative
where refiners,negative
refiners stung,negative
stung by,negative
by high,negative
high crude,negative
crude premiums,negative
premiums and,negative
and poor,negative
poor margins,negative
margins began,negative
began to,negative
to bargain,negative
bargain for,negative
october futures,negative
futures for,negative
for world,negative
world benchmark,negative
benchmark brent,negative
brent blend,negative
blend crude,negative
crude from,negative
from the,negative
the north,negative
north sea,negative
sea closed,negative
closed down,negative
cents at,negative
a barrel,negative
barrel after,negative
after failing,negative
failing to,negative
to break,negative
break through,negative
through the,negative
the day,negative
there was,negative
was a,negative
a broad,negative
broad feeling,negative
feeling in,negative
in the,negative
the market,negative
market that,negative
that brent,negative
brent was,negative
was overheated,negative
overheated and,negative
and had,negative
had to,negative
to come,negative
come down,negative
after growing,negative
growing at,negative
at its,negative
its fastest,negative
fastest pace,negative
pace in,negative
